Unique Bond No,URN,Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations,Issue Branch Code,Issue Teller,Status
OC9698,00847202204080000002387,2022-04-08,2022-04-08,2022-04-22,KOYA AND COMPANY CONSTRUCTION LTD,10000000,847,3898296,Paid
OC9996,00847202204080000002387,2022-04-08,2022-04-08,2022-04-22,KOYA AND COMPANY CONSTRUCTION LTD,10000000,847,3898296,Paid
OC9992,00847202204080000002387,2022-04-08,2022-04-08,2022-04-22,KOYA AND COMPANY CONSTRUCTION LTD,10000000,847,3898296,Paid
OC10000,00847202204080000002387,2022-04-08,2022-04-08,2022-04-22,KOYA AND COMPANY CONSTRUCTION LTD,10000000,847,3898296,Paid
OC9998,00847202204080000002387,2022-04-08,2022-04-08,2022-04-22,KOYA AND COMPANY CONSTRUCTION LTD,10000000,847,3898296,Paid
OC9988,00847202204080000002387,2022-04-08,2022-04-08,2022-04-22,KOYA AND COMPANY CONSTRUCTION LTD,10000000,847,3898296,Paid
OC9986,00847202204080000002387,2022-04-08,2022-04-08,2022-04-22,KOYA AND COMPANY CONSTRUCTION LTD,10000000,847,3898296,Paid
OC9990,00847202204080000002387,2022-04-08,2022-04-08,2022-04-22,KOYA AND COMPANY CONSTRUCTION LTD,10000000,847,3898296,Paid
OC9994,00847202204080000002387,2022-04-08,2022-04-08,2022-04-22,KOYA AND COMPANY CONSTRUCTION LTD,10000000,847,3898296,Paid
TL7591,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,1000000,847,3898296,Paid
OL23743,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,100000,847,3898296,Paid
OL23747,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,100000,847,3898296,Paid
OL23739,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,100000,847,3898296,Paid
OL23745,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,100000,847,3898296,Paid
OL23753,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,100000,847,3898296,Paid
OL23755,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,100000,847,3898296,Paid
OL23751,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,100000,847,3898296,Paid
OL23741,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,100000,847,3898296,Paid
OL23749,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,100000,847,3898296,Paid
TT71537,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,10000,847,3898296,Paid
TT71533,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,10000,847,3898296,Paid
TT71541,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,10000,847,3898296,Paid
TT71543,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,10000,847,3898296,Paid
TT71539,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,10000,847,3898296,Paid
TT71545,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,10000,847,3898296,Paid
TT71535,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,10000,847,3898296,Paid
TT71529,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,10000,847,3898296,Paid
TT71531,00847202204080000002430,2022-04-08,2022-04-08,2022-04-22,LOKESH KUMAR,10000,847,3898296,Paid
OC10242,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10238,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10240,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
TL14702,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,1000000,1,6405134,Paid
TL14704,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,1000000,1,6405134,Paid
OL29489,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,100000,1,6405134,Paid
OL29495,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,100000,1,6405134,Paid
OL29491,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,100000,1,6405134,Paid
OL29493,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,100000,1,6405134,Paid
OL29497,00001202204080000002384,2022-04-08,2022-04-08,2022-04-22,MKJ ENTERPRISES LIMITED,100000,1,6405134,Paid
OC9923,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9929,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9925,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9951,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9927,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9941,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9953,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9955,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9947,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9935,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9931,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9939,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9921,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9917,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9937,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9933,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9949,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9943,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9919,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
OC9945,00847202204080000002381,2022-04-08,2022-04-08,2022-04-22,MSN PHARMACHEM PVT LTD,10000000,847,3898296,Paid
TL7571,00847202204080000002394,2022-04-08,2022-04-08,2022-04-22,P TEJAVARDHAN REDDY,1000000,847,3898296,Paid
TL7573,00847202204080000002394,2022-04-08,2022-04-08,2022-04-22,P TEJAVARDHAN REDDY,1000000,847,3898296,Paid
TL7575,00847202204080000002394,2022-04-08,2022-04-08,2022-04-22,P TEJAVARDHAN REDDY,1000000,847,3898296,Paid
TL7577,00847202204080000002394,2022-04-08,2022-04-08,2022-04-22,P TEJAVARDHAN REDDY,1000000,847,3898296,Paid
TL7569,00847202204080000002394,2022-04-08,2022-04-08,2022-04-22,P TEJAVARDHAN REDDY,1000000,847,3898296,Paid
TL7568,00847202204080000002393,2022-04-08,2022-04-08,2022-04-22,PAVANKUMAR REDDY KUNDURU,1000000,847,3898296,Paid
TL7576,00847202204080000002393,2022-04-08,2022-04-08,2022-04-22,PAVANKUMAR REDDY KUNDURU,1000000,847,3898296,Paid
TL7572,00847202204080000002393,2022-04-08,2022-04-08,2022-04-22,PAVANKUMAR REDDY KUNDURU,1000000,847,3898296,Paid
TL7570,00847202204080000002393,2022-04-08,2022-04-08,2022-04-22,PAVANKUMAR REDDY KUNDURU,1000000,847,3898296,Paid
TL7574,00847202204080000002393,2022-04-08,2022-04-08,2022-04-22,PAVANKUMAR REDDY KUNDURU,1000000,847,3898296,Paid
OC11955,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC9699,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC11951,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC11959,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC11953,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC9697,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC9997,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC11961,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC9999,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC11957,00847202204080000002388,2022-04-08,2022-04-08,2022-04-22,PPR M SAND LLP,10000000,847,3898296,Paid
OC12021,00847202204080000002400,2022-04-08,2022-04-08,2022-04-22,PRATYASH RENEWABLE PRIVATE LIMITED,10000000,847,3898296,Paid
OC12019,00847202204080000002400,2022-04-08,2022-04-08,2022-04-22,PRATYASH RENEWABLE PRIVATE LIMITED,10000000,847,3898296,Paid
OC11973,00847202204080000002397,2022-04-08,2022-04-08,2022-04-22,R.S.BROTHERS RETIAL INDIA PVT LTD,10000000,847,3898296,Paid
TL7587,00847202204080000002395,2022-04-08,2022-04-08,2022-04-22,RAVINDRANATHA REDDY BANDI,1000000,847,3898296,Paid
TL7585,00847202204080000002395,2022-04-08,2022-04-08,2022-04-22,RAVINDRANATHA REDDY BANDI,1000000,847,3898296,Paid
TL7583,00847202204080000002395,2022-04-08,2022-04-08,2022-04-22,RAVINDRANATHA REDDY BANDI,1000000,847,3898296,Paid
TL7579,00847202204080000002395,2022-04-08,2022-04-08,2022-04-22,RAVINDRANATHA REDDY BANDI,1000000,847,3898296,Paid
TL7581,00847202204080000002395,2022-04-08,2022-04-08,2022-04-22,RAVINDRANATHA REDDY BANDI,1000000,847,3898296,Paid
OC11993,00847202204080000002423,2022-04-08,2022-04-08,2022-04-22,RAYALA SEEMA WIND ENERGY PVT LTD,10000000,847,3898296,Paid
OC10226,00001202204080000002380,2022-04-08,2022-04-08,2022-04-22,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,10000000,1,6405134,Paid
OC10234,00001202204080000002380,2022-04-08,2022-04-08,2022-04-22,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,10000000,1,6405134,Paid
OC10236,00001202204080000002380,2022-04-08,2022-04-08,2022-04-22,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,10000000,1,6405134,Paid
OC12047,00847202204080000002428,2022-04-08,2022-04-08,2022-04-22,RT RENEWABLE ENERGY PVT LTD,10000000,847,3898296,Paid
OC12049,00847202204080000002428,2022-04-08,2022-04-08,2022-04-22,RT RENEWABLE ENERGY PVT LTD,10000000,847,3898296,Paid
OC12005,00847202204080000002407,2022-04-08,2022-04-08,2022-04-22,SAROJA RENEWABLES PRIVATE LIMITED,10000000,847,3898296,Paid
OC12009,00847202204080000002407,2022-04-08,2022-04-08,2022-04-22,SAROJA RENEWABLES PRIVATE LIMITED,10000000,847,3898296,Paid
OC12035,00847202204080000002404,2022-04-08,2022-04-08,2022-04-22,SEI BASKARA POWER PVT LTD,10000000,847,3898296,Paid
OC12037,00847202204080000002404,2022-04-08,2022-04-08,2022-04-22,SEI BASKARA POWER PVT LTD,10000000,847,3898296,Paid
OC12011,00847202204080000002398,2022-04-08,2022-04-08,2022-04-22,SEI ENERSTAR RENEWABLE ENRGY PVT LTD,10000000,847,3898296,Paid
OC12013,00847202204080000002398,2022-04-08,2022-04-08,2022-04-22,SEI ENERSTAR RENEWABLE ENRGY PVT LTD,10000000,847,3898296,Paid
OC12023,00847202204080000002401,2022-04-08,2022-04-08,2022-04-22,SEI MIHIR ENERGY PVT LTD,10000000,847,3898296,Paid
OC12025,00847202204080000002401,2022-04-08,2022-04-08,2022-04-22,SEI MIHIR ENERGY PVT LTD,10000000,847,3898296,Paid
OC12027,00847202204080000002402,2022-04-08,2022-04-08,2022-04-22,SHREYAS RENEWABLE ENERGY PVT LTD,10000000,847,3898296,Paid
OC12029,00847202204080000002402,2022-04-08,2022-04-08,2022-04-22,SHREYAS RENEWABLE ENERGY PVT LTD,10000000,847,3898296,Paid
TL7592,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,1000000,847,3898296,Paid
OL23770,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,100000,847,3898296,Paid
OL23758,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,100000,847,3898296,Paid
OL23754,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,100000,847,3898296,Paid
OL23762,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,100000,847,3898296,Paid
OL23760,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,100000,847,3898296,Paid
OL23764,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,100000,847,3898296,Paid
OL23768,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,100000,847,3898296,Paid
OL23756,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,100000,847,3898296,Paid
OL23766,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,100000,847,3898296,Paid
TT71534,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,10000,847,3898296,Paid
TT71538,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,10000,847,3898296,Paid
TT71544,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,10000,847,3898296,Paid
TT71546,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,10000,847,3898296,Paid
TT71532,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,10000,847,3898296,Paid
TT71540,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,10000,847,3898296,Paid
TT71548,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,10000,847,3898296,Paid
TT71542,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,10000,847,3898296,Paid
TT71536,00847202204080000002431,2022-04-08,2022-04-08,2022-04-22,SRI YANTRA ASSOCIATES,10000,847,3898296,Paid
OC9895,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9893,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9905,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9903,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9897,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9899,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9909,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9907,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9911,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9901,00847202204080000002378,2022-04-08,2022-04-08,2022-04-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,10000000,847,3898296,Paid
OC9700,00847202204080000002391,2022-04-08,2022-04-08,2022-04-22,TRIREME INFRASTRUCTURRE  PVT LTD,10000000,847,3898296,Paid
OC9913,00847202204080000002377,2022-04-08,2022-04-08,2022-04-22,VARSITY EDUCATION MANAGEMENT PVT LIMITED,10000000,847,3898296,Paid
OC9915,00847202204080000002377,2022-04-08,2022-04-08,2022-04-22,VARSITY EDUCATION MANAGEMENT PVT LIMITED,10000000,847,3898296,Paid
TL7578,00847202204080000002392,2022-04-08,2022-04-08,2022-04-22,VEERA RAVEENDRA,1000000,847,3898296,Paid
TL7586,00847202204080000002392,2022-04-08,2022-04-08,2022-04-22,VEERA RAVEENDRA,1000000,847,3898296,Paid
TL7584,00847202204080000002392,2022-04-08,2022-04-08,2022-04-22,VEERA RAVEENDRA,1000000,847,3898296,Paid
TL7580,00847202204080000002392,2022-04-08,2022-04-08,2022-04-22,VEERA RAVEENDRA,1000000,847,3898296,Paid
TL7582,00847202204080000002392,2022-04-08,2022-04-08,2022-04-22,VEERA RAVEENDRA,1000000,847,3898296,Paid
OC12031,00847202204080000002403,2022-04-08,2022-04-08,2022-04-22,ZUVAN ENERGY PVT LTD,10000000,847,3898296,Paid
OC12033,00847202204080000002403,2022-04-08,2022-04-08,2022-04-22,ZUVAN ENERGY PVT LTD,10000000,847,3898296,Paid
OC12060,00847202204080000002409,2022-04-08,2022-04-09,2022-04-23,GREENKO BUDHIL HYDRO POWER PVT LTD,10000000,847,3898296,Paid
OC12064,00847202204090000002409,2022-04-09,2022-04-09,2022-04-23,GREENKO BUDHIL HYDRO POWER PVT LTD,10000000,847,3898296,Paid
OC12062,00847202204090000002409,2022-04-09,2022-04-09,2022-04-23,GREENKO BUDHIL HYDRO POWER PVT LTD,10000000,847,3898296,Paid
OC12059,00847202204080000002424,2022-04-08,2022-04-09,2022-04-23,GREENKO RAYALA WIND POWER PVT LTD,10000000,847,3898296,Paid
OC12061,00847202204090000002424,2022-04-09,2022-04-09,2022-04-23,GREENKO RAYALA WIND POWER PVT LTD,10000000,847,3898296,Paid
OC12063,00847202204090000002424,2022-04-09,2022-04-09,2022-04-23,GREENKO RAYALA WIND POWER PVT LTD,10000000,847,3898296,Paid
OC12052,00847202204080000002417,2022-04-08,2022-04-09,2022-04-23,SANOLA WIND PROJECT PVT LTD,10000000,847,3898296,Paid
OC12054,00847202204090000002417,2022-04-09,2022-04-09,2022-04-23,SANOLA WIND PROJECT PVT LTD,10000000,847,3898296,Paid
OC12056,00847202204080000002416,2022-04-08,2022-04-09,2022-04-23,SEI DIAMOND PVT LTD,10000000,847,3898296,Paid
OC12058,00847202204090000002416,2022-04-09,2022-04-09,2022-04-23,SEI DIAMOND PVT LTD,10000000,847,3898296,Paid
OC12051,00847202204080000002421,2022-04-08,2022-04-09,2022-04-23,SEI VENUS PVT LTD,10000000,847,3898296,Paid
OC12053,00847202204090000002421,2022-04-09,2022-04-09,2022-04-23,SEI VENUS PVT LTD,10000000,847,3898296,Paid
OC12055,00847202204080000002419,2022-04-08,2022-04-09,2022-04-23,SUNBORNE ENERGY ANDHRA PVT LTD,10000000,847,3898296,Paid
OC12057,00847202204090000002419,2022-04-09,2022-04-09,2022-04-23,SUNBORNE ENERGY ANDHRA PVT LTD,10000000,847,3898296,Paid
OC12067,00847202204080000002413,2022-04-08,2022-04-09,2022-04-23,TANOT WIND POWER VENTURES PVT LTD,10000000,847,3898296,Paid
OC12069,00847202204090000002413,2022-04-09,2022-04-09,2022-04-23,TANOT WIND POWER VENTURES PVT LTD,10000000,847,3898296,Paid
OC12065,00847202204090000002413,2022-04-09,2022-04-09,2022-04-23,TANOT WIND POWER VENTURES PVT LTD,10000000,847,3898296,Paid
OC12071,00847202204090000002413,2022-04-09,2022-04-09,2022-04-23,TANOT WIND POWER VENTURES PVT LTD,10000000,847,3898296,Paid
OC12072,00847202207010000002437,2022-07-01,2022-07-01,2022-07-15,DR REDDYS LABORATORIES LIMITED,10000000,847,3394387,Paid
OC12068,00847202207010000002437,2022-07-01,2022-07-01,2022-07-15,DR REDDYS LABORATORIES LIMITED,10000000,847,3394387,Paid
OC12066,00847202207010000002437,2022-07-01,2022-07-01,2022-07-15,DR REDDYS LABORATORIES LIMITED,10000000,847,3394387,Paid
OC12070,00847202207010000002437,2022-07-01,2022-07-01,2022-07-15,DR REDDYS LABORATORIES LIMITED,10000000,847,3394387,Paid
OC10272,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10314,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10320,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10366,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10304,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10352,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10358,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10290,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10310,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10354,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10308,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10274,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10318,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10342,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10300,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10270,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10364,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10316,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10298,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10312,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10284,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10336,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10280,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10356,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10332,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10322,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10324,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10292,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10350,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10276,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10294,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10326,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10282,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10328,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10348,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10302,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10338,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10278,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10286,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10288,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10334,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10296,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10306,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
